RR,5,1.736532512820513
BATS,0,1.5521912205128203
MT,0,9.447547400000001
BATS,5,1.2148228102564103
BATS,0,1.8603144205128204
MT,0,12.193838490566042
BATS,5,1.5568830358974357
PF,0,1.381097025641026
MT,0,11.110637974683547
RR,0,1.778007958974359
RR,5,1.777977723076923
MT,5,9.05050433939394
PF,0,2.1607611487179486
MT,5,9.594734134969325
BATS,5,1.8634810256410257
MT,0,11.038883220125786
MT,0,9.9173962
RR,5,1.250691323076923
RR,0,1.7489689435897435
PF,0,2.0044830358974357
PF,5,1.9948344615384614
PF,5,2.174329517948718
BATS,0,1.1859899487179486
RR,5,1.598356841025641
BATS,5,1.3366295384615385
MT,5,11.038883220125786
RR,0,1.6233750974358974
PF,0,2.17072758974359
RR,0,1.2560984615384614
MT,5,10.9754894
PF,5,2.1487289435897434
BATS,0,1.6343997538461537
BATS,5,1.6344496
PF,5,1.3652327384615384
PF,5,1.5365286564102565
BATS,0,1.3089592615384615
RR,5,1.1360313435897436
RR,0,1.128459487179487
MT,5,12.193840905660382
PF,0,1.5319579897435898
